YEAR,MO,DY,T2M,QV2M
2018,7,22,25.3,18.25
2018,7,23,25.3,17.88
2018,7,24,26.51,17.7
2018,7,25,26.5,18.01
2018,7,26,25.67,17.7
2018,7,27,26.42,17.88
2018,7,28,26.96,18.07
2018,7,29,26.79,18.43
2018,7,30,26.83,18.19
2018,7,31,26.72,17.94
2018,8,1,26.97,17.94
2018,8,2,26.87,18.19
2018,8,3,26.79,18.13
2018,8,4,27,17.94
2018,8,5,26.74,17.58
2018,8,6,26.63,17.64
2018,8,7,25.87,17.58
2018,8,8,25.06,17.33
2018,8,9,26.44,17.76
2018,8,10,27.05,18.19
2018,8,11,25.65,18.49
2018,8,12,25.51,18.37
2018,8,13,26.12,18.19
2018,8,14,26.12,18.37
2018,8,15,25.14,18.98
2018,8,16,26,20.32
2018,8,17,24.99,18.07
2018,8,18,25.06,17.88
2018,8,19,25.83,18.86
2018,8,20,23.94,18.19
2018,8,21,24.46,17.88
2018,8,22,25.6,18.31
2018,8,23,26.03,18.55
2018,8,24,26,18.49
2018,8,25,25.91,18.37
2018,8,26,24.87,17.76
2018,8,27,24.43,17.76
2018,8,28,24,17.27
2018,8,29,24.87,17.4
2018,8,30,25.67,17.76
2018,8,31,25.37,18.01
2018,9,1,25.08,17.64
2018,9,2,24.76,17.58
2018,9,3,25.38,17.76
2018,9,4,25.11,17.27
2018,9,5,24.81,17.21
2018,9,6,23.7,16.66
2018,9,7,23.86,16.3
2018,9,8,24.62,15.69
2018,9,9,25.18,15.56
2018,9,10,25.88,16.48
2018,9,11,24.61,16.91
2018,9,12,25.39,17.4
2018,9,13,25.47,16.6
2018,9,14,25.8,16.3
2018,9,15,25.77,17.15
2018,9,16,25.89,17.7
2018,9,17,25.51,17.64
2018,9,18,25.82,17.21
2018,9,19,26.15,17.64
2018,9,20,26.31,18.25
2018,9,21,24.39,18.37
2018,9,22,25.12,17.33
2018,9,23,25.39,17.15
2018,9,24,25.91,17.09
2018,9,25,26.28,17.82
2018,9,26,26.32,17.27
2018,9,27,26.4,16.85
2018,9,28,26.33,16.85
2018,9,29,26.35,17.03
2018,9,30,26.08,16.72
2018,10,1,26.35,16.17
2018,10,2,26.12,16.6
2018,10,3,25.72,16.54
2018,10,4,25.36,15.93
2018,10,5,25.44,15.87
2018,10,6,25.65,15.99
2018,10,7,25.18,15.5
2018,10,8,25.64,14.77
2018,10,9,25.41,14.4
2018,10,10,24.7,13.61
2018,10,11,23.98,13.92
2018,10,12,24.8,15.62
2018,10,13,25.1,15.87
2018,10,14,25.12,14.65
2018,10,15,24.6,12.76
2018,10,16,24.37,11.9
2018,10,17,24.71,12.7
2018,10,18,25.44,13.24
2018,10,19,25.5,13.31
2018,10,20,26.19,13.18
2018,10,21,26.26,13.49
2018,10,22,27.54,12.94
2018,10,23,26.26,11.6
2018,10,24,25.21,11.17
2018,10,25,24.27,10.25
2018,10,26,24.18,9.77
2018,10,27,24.69,10.31
2018,10,28,24.06,10.8
2018,10,29,22.9,10.07
2018,10,30,22.95,11.05
2018,10,31,23.65,11.96
2018,11,1,24.68,13.43
2018,11,2,25.58,14.16
2018,11,3,26.41,14.1
2018,11,4,26.88,14.16
2018,11,5,26.91,13.61
2018,11,6,26.9,13.73
2018,11,7,26.45,13.18
2018,11,8,25.23,11.66
2018,11,9,24.12,9.77
2018,11,10,23.7,8.42
2018,11,11,23,7.39
2018,11,12,22.48,7.26
2018,11,13,23.26,7.51
2018,11,14,23.01,8
2018,11,15,23.31,8.06
2018,11,16,24.61,8.36
2018,11,17,24.88,8.24
2018,11,18,26.26,11.84
2018,11,19,26.49,12.33
2018,11,20,26.22,10.8
2018,11,21,25.11,9.89
2018,11,22,24.29,9.52
2018,11,23,23.88,8.85
2018,11,24,23.94,7.75
2018,11,25,22.91,6.9
2018,11,26,22.64,6.47
2018,11,27,22.31,6.53
2018,11,28,21.74,7.45
2018,11,29,22.19,7.39
2018,11,30,22.47,8.3
2018,12,1,22.26,8.54
2018,12,2,22.01,8.54
2018,12,3,22.19,8.12
2018,12,4,22.53,8.24
2018,12,5,23.23,8.73
2018,12,6,23.77,8.91
2018,12,7,24.42,9.7
2018,12,8,25.23,10.8
2018,12,9,24.88,11.47
2018,12,10,25.06,11.23
2018,12,11,22.11,7.93
2018,12,12,21.91,7.93
2018,12,13,21.98,10.13
2018,12,14,20.75,9.4
2018,12,15,20.2,7.69
2018,12,16,18.37,7.39
2018,12,17,16.73,9.7
2018,12,18,18.19,9.34
2018,12,19,18.15,8.36
2018,12,20,18.4,7.75
2018,12,21,18.64,6.29
2018,12,22,18.22,5.68
2018,12,23,18.7,5.49
2018,12,24,19.26,5.43
2018,12,25,21.09,6.04
2018,12,26,22.45,7.26
2018,12,27,19.13,3.66
2018,12,28,16.44,3.17
2018,12,29,15.58,3.3
2018,12,30,16.04,3.23
2018,12,31,17.33,2.93
2019,1,1,19.42,3.23
2019,1,2,20.76,3.72
2019,1,3,20.25,3.54
2019,1,4,19.96,3.91
2019,1,5,20.26,5.07
2019,1,6,21.12,6.96
2019,1,7,20.91,6.41
2019,1,8,18.1,3.3
2019,1,9,19.23,3.05
2019,1,10,18.84,3.78
2019,1,11,19.71,5.19
2019,1,12,21.67,7.63
2019,1,13,22.67,8.48
2019,1,14,21.94,7.57
2019,1,15,20.02,5.13
2019,1,16,20.33,3.97
2019,1,17,21.17,3.6
2019,1,18,21.55,3.6
2019,1,19,21.25,3.23
2019,1,20,21.8,3.11
2019,1,21,22.04,3.91
2019,1,22,22.61,6.71
2019,1,23,23.12,8.06
2019,1,24,23.9,8.61
2019,1,25,24.28,10.93
2019,1,26,20.13,12.08
2019,1,27,18.55,10.44
2019,1,28,17.04,6.96
2019,1,29,14.73,3.97
2019,1,30,15.92,3.66
2019,1,31,17.97,4.94
2019,2,1,20.58,7.69
2019,2,2,21.46,7.32
2019,2,3,20.99,6.35
2019,2,4,21.2,6.41
2019,2,5,22.33,6.35
2019,2,6,23.93,6.65
2019,2,7,25.26,8.79
2019,2,8,23.15,6.04
2019,2,9,18.97,2.56
2019,2,10,18.01,2.69
2019,2,11,20.99,3.91
2019,2,12,22.94,5.74
2019,2,13,24,5.55
2019,2,14,24.96,5.31
2019,2,15,27.01,8.48
2019,2,16,25.97,9.28
2019,2,17,23.04,6.84
2019,2,18,23.37,4.7
2019,2,19,26.26,4.7
2019,2,20,27.31,8.91
2019,2,21,29,9.22
2019,2,22,30.37,8.91
2019,2,23,29.55,8
2019,2,24,29.65,6.77
2019,2,25,27.55,4.21
2019,2,26,27.01,4.09
2019,2,27,26.11,4.88
2019,2,28,24.8,5.19
2019,3,1,24.55,4.7
2019,3,2,27.19,10.01
2019,3,3,29.4,9.34
2019,3,4,28.65,5.19
2019,3,5,27.31,5.98
2019,3,6,25.81,4.52
2019,3,7,25.3,4.82
2019,3,8,26.7,4.27
2019,3,9,28.23,4.82
2019,3,10,29.02,5.25
2019,3,11,30.15,6.77
2019,3,12,30.69,7.51
2019,3,13,31.99,8.42
2019,3,14,31.19,6.16
2019,3,15,30.47,6.04
2019,3,16,30.95,6.35
2019,3,17,31.37,8.06
2019,3,18,30.92,6.04
2019,3,19,29.69,7.87
2019,3,20,30.87,10.31
2019,3,21,31.32,10.13
2019,3,22,31.12,8.12
2019,3,23,30.68,7.63
2019,3,24,30.9,6.65
2019,3,25,31.48,6.29
2019,3,26,32.75,6.65
2019,3,27,31.15,5.92
2019,3,28,31.11,4.7
2019,3,29,31.94,4.27
2019,3,30,33.09,5.43
2019,3,31,33.72,6.16
2019,4,1,33.31,4.94
2019,4,2,32.86,5.13
2019,4,3,33.76,6.9
2019,4,4,35.29,8.36
2019,4,5,35.05,7.87
2019,4,6,34.66,6.65
2019,4,7,34.39,5.37
2019,4,8,34.72,6.1
2019,4,9,33.93,6.41
2019,4,10,34.33,4.52
2019,4,11,34.73,5.37
2019,4,12,34.95,7.81
2019,4,13,35.22,7.39
2019,4,14,35.34,8.06
2019,4,15,35.63,7.26
2019,4,16,34.83,7.45
2019,4,17,32.93,8.79
2019,4,18,32.85,8
2019,4,19,32.79,8.91
2019,4,20,34.04,12.27
2019,4,21,35.11,10.19
2019,4,22,33.92,11.41
2019,4,23,34.79,7.51
2019,4,24,35.01,7.08
2019,4,25,36.18,6.77
2019,4,26,36.78,7.81
2019,4,27,37.18,8
2019,4,28,37.23,8.61
2019,4,29,37.66,8.48
2019,4,30,37.29,7.93
2019,5,1,35.55,5.19
2019,5,2,35.96,6.47
2019,5,3,35.06,6.77
2019,5,4,34.63,6.53
2019,5,5,35.23,6.35
2019,5,6,35.53,5.92
2019,5,7,35.76,6.41
2019,5,8,36.7,5.8
2019,5,9,36.7,6.65
2019,5,10,36.83,7.63
2019,5,11,36.66,9.03
2019,5,12,36.65,7.39
2019,5,13,36.92,7.63
2019,5,14,36.82,7.63
2019,5,15,36.84,6.65
2019,5,16,36.2,6.9
2019,5,17,36.32,6.96
2019,5,18,36.49,7.57
2019,5,19,36.53,6.59
2019,5,20,36.97,7.02
2019,5,21,38.43,8.54
2019,5,22,38.46,9.03
2019,5,23,38.79,7.93
2019,5,24,37.81,9.58
2019,5,25,37.65,7.39
2019,5,26,38.61,8.18
2019,5,27,38.65,8.48
2019,5,28,38.28,8.18
2019,5,29,38.54,8.24
2019,5,30,37.98,12.7
2019,5,31,37.55,13.37
2019,6,1,37.3,13.18
2019,6,2,38.97,11.11
2019,6,3,37.01,12.45
2019,6,4,37.83,11.54
2019,6,5,38.83,10.93
2019,6,6,39.08,9.95
2019,6,7,38.99,11.35
2019,6,8,37.61,12.76
2019,6,9,35.87,14.59
2019,6,10,37.65,12.76
2019,6,11,37.65,12.94
2019,6,12,35.11,14.89
2019,6,13,33.13,15.08
2019,6,14,35.65,11.78
2019,6,15,36.47,11.41
2019,6,16,34.42,12.82
2019,6,17,33.98,13.37
2019,6,18,35.95,12.33
2019,6,19,35.76,13.79
2019,6,20,32.01,16.48
2019,6,21,31.51,16.6
2019,6,22,31.33,16.85
2019,6,23,30.15,17.82
2019,6,24,31.23,17.46
2019,6,25,31.36,18.37
2019,6,26,31.27,19.35
2019,6,27,29.72,19.84
2019,6,28,28.45,18.86
2019,6,29,27.51,18.25
2019,6,30,26.29,17.52
2019,7,1,27.46,17.88
2019,7,2,26.51,18.49
2019,7,3,26.19,17.27
2019,7,4,28.58,16.17
2019,7,5,26.74,15.81
2019,7,6,27.98,17.88
2019,7,7,27.44,17.58
2019,7,8,28.11,18.55
2019,7,9,28.2,18.37
2019,7,10,28.37,18.43
2019,7,11,27.75,18.62
2019,7,12,27.9,18.37
2019,7,13,27.11,18.37
2019,7,14,28.34,17.64
2019,7,15,28.37,17.21
2019,7,16,29.54,17.27
2019,7,17,30.01,18.19
2019,7,18,29.8,18.37
2019,7,19,29.87,17.21
2019,7,20,27.89,19.71
2019,7,21,29.33,18.92
2019,7,22,29.14,18.8
2019,7,23,29.91,17.88
2019,7,24,30.09,18.43
2019,7,25,27.87,19.23
2019,7,26,26.46,18.68
2019,7,27,26.37,18.37
2019,7,28,26.37,18.62
2019,7,29,25.27,19.23
2019,7,30,25.44,18.31
2019,7,31,25.67,17.88
2019,8,1,25.76,18.25
2019,8,2,24.8,18.43
2019,8,3,26.05,19.47
2019,8,4,25.9,18.55
2019,8,5,26.83,19.47
2019,8,6,26.15,19.47
2019,8,7,25.22,19.23
2019,8,8,24.92,18.86
2019,8,9,26.48,18.62
2019,8,10,27.02,19.1
2019,8,11,26.93,18.74
2019,8,12,26.41,19.04
2019,8,13,25.48,18.92
2019,8,14,25.27,18.68
2019,8,15,26.67,18.98
2019,8,16,27.25,19.29
2019,8,17,26.83,19.17
2019,8,18,25.87,18.92
2019,8,19,26.53,19.1
2019,8,20,26.12,19.29
2019,8,21,26.15,19.35
2019,8,22,25.97,18.86
2019,8,23,25.49,18.62
2019,8,24,24.81,17.58
2019,8,25,25.58,18.01
2019,8,26,25.16,18.13
2019,8,27,26.08,17.4
2019,8,28,26.86,17.7
2019,8,29,27.48,18.43
2019,8,30,27.27,19.53
2019,8,31,25.79,19.59
2019,9,1,26.01,19.59
2019,9,2,25.23,18.37
2019,9,3,24.49,18.55
2019,9,4,24.95,18.62
2019,9,5,26.18,19.47
2019,9,6,25.41,19.65
2019,9,7,25,18.62
2019,9,8,25.99,19.17
2019,9,9,26.76,19.65
2019,9,10,26.91,19.84
2019,9,11,26.23,19.35
2019,9,12,25.86,18.92
2019,9,13,25.92,18.49
2019,9,14,26.4,18.98
2019,9,15,26.16,18.49
2019,9,16,25.98,18.98
2019,9,17,26.27,20.08
2019,9,18,26.47,20.02
2019,9,19,25.8,19.35
2019,9,20,26.31,19.53
2019,9,21,26.38,19.41
2019,9,22,26.34,18.8
2019,9,23,26.66,19.1
2019,9,24,25.65,19.53
2019,9,25,25.26,19.29
2019,9,26,25.51,18.8
2019,9,27,24.98,18.31
2019,9,28,24.75,18.31
2019,9,29,25.2,18.68
2019,9,30,25.23,18.43
2019,10,1,26,18.37
2019,10,2,25.77,18.25
2019,10,3,26.08,17.76
2019,10,4,25.79,17.64
2019,10,5,24.99,17.15
2019,10,6,25.32,16.17
2019,10,7,24.95,17.09
2019,10,8,24.76,17.4
2019,10,9,24.77,17.58
2019,10,10,24.44,17.09
2019,10,11,24.41,16.97
2019,10,12,24.26,16.97
2019,10,13,24.61,17.09
2019,10,14,23.89,16.05
2019,10,15,23.52,15.56
2019,10,16,23.53,15.93
2019,10,17,24.09,16.78
2019,10,18,24.03,17.03
2019,10,19,24.2,17.15
2019,10,20,24.38,17.4
2019,10,21,24.35,17.21
2019,10,22,24.56,16.91
2019,10,23,24.19,16.97
2019,10,24,23.8,16.66
2019,10,25,23.23,15.44
2019,10,26,23.91,17.03
2019,10,27,24.58,17.4
2019,10,28,24.65,17.4
2019,10,29,24.85,17.58
2019,10,30,24.39,17.52
2019,10,31,24.03,17.03
2019,11,1,23.83,16.54
2019,11,2,24.02,16.97
2019,11,3,24,16.05
2019,11,4,23.8,14.53
2019,11,5,24.75,16.11
2019,11,6,24.8,16.3
2019,11,7,23.85,15.87
2019,11,8,22.96,14.89
2019,11,9,22.8,14.1
2019,11,10,22,13.73
2019,11,11,21.83,14.04
2019,11,12,21.21,13.06
2019,11,13,19.73,11.17
2019,11,14,19.8,11.78
2019,11,15,20.42,12.33
2019,11,16,20.94,12.88
2019,11,17,20.33,12.21
2019,11,18,19.45,11.72
2019,11,19,19.58,11.84
2019,11,20,19.78,12.08
2019,11,21,19.94,12.33
2019,11,22,19.7,11.78
2019,11,23,19.79,11.6
2019,11,24,20.09,12.21
2019,11,25,20.15,12.45
2019,11,26,20.84,12.88
2019,11,27,21.28,12.76
2019,11,28,21.41,12.57
2019,11,29,21.29,12.51
2019,11,30,21.37,12.76
2019,12,1,21.56,13.31
2019,12,2,22.24,13.61
2019,12,3,21.5,12.7
2019,12,4,20.96,12.39
2019,12,5,19.4,10.68
2019,12,6,17.93,9.77
2019,12,7,18.64,10.31
2019,12,8,19.06,10.56
2019,12,9,19.64,11.05
2019,12,10,19.55,10.86
2019,12,11,20.44,10.99
2019,12,12,20.86,11.66
2019,12,13,22.16,12.63
2019,12,14,22.95,13.92
2019,12,15,22.68,13.67
2019,12,16,21.65,13
2019,12,17,20.93,12.15
2019,12,18,19.98,11.29
2019,12,19,19.71,10.5
2019,12,20,19.94,10.44
2019,12,21,20.05,10.38
2019,12,22,20.33,10.93
2019,12,23,20.71,11.35
2019,12,24,20.89,11.23
2019,12,25,21.51,11.84
2019,12,26,20.62,13.24
2019,12,27,18.96,10.13
2019,12,28,14.32,5.07
2019,12,29,14.88,6.47
2019,12,30,17.58,8.54
2019,12,31,18,10.74
2020,1,1,20.69,11.6
2020,1,2,20.83,13
2020,1,3,19.69,11.96
2020,1,4,19.61,10.86
2020,1,5,17.76,9.09
2020,1,6,18.05,8.85
2020,1,7,19.94,10.25
2020,1,8,22.43,13.67
2020,1,9,20.55,12.08
2020,1,10,16.58,7.39
2020,1,11,15.25,6.53
2020,1,12,15.7,6.04
2020,1,13,18.4,6.16
2020,1,14,19.33,7.57
2020,1,15,19.94,9.22
2020,1,16,21.22,10.01
2020,1,17,21.51,10.8
2020,1,18,22.15,11.84
2020,1,19,21.72,11.35
2020,1,20,20.15,10.07
2020,1,21,21.76,10.74
2020,1,22,22.82,11.05
2020,1,23,22.51,10.38
2020,1,24,21.21,9.77
2020,1,25,22.06,9.34
2020,1,26,21.77,8.12
2020,1,27,23.23,7.87
2020,1,28,24.75,8.73
2020,1,29,22.76,8.97
2020,1,30,20.69,8.12
2020,1,31,19.76,6.71
2020,2,1,21.36,8.61
2020,2,2,21.9,9.7
2020,2,3,22.23,11.11
2020,2,4,24.56,11.41
2020,2,5,23.28,11.23
2020,2,6,23.1,11.47
2020,2,7,23.67,12.08
2020,2,8,18.58,10.93
2020,2,9,19.4,9.7
2020,2,10,21.12,10.25
2020,2,11,22.37,9.89
2020,2,12,22.47,8.48
2020,2,13,22.63,7.08
2020,2,14,24.22,6.1
2020,2,15,23.29,6.71
2020,2,16,23.37,6.04
2020,2,17,22.81,5.13
2020,2,18,22.29,4.39
2020,2,19,23.3,5.13
2020,2,20,25.07,8.91
2020,2,21,25.68,9.16
2020,2,22,26.2,8.42
2020,2,23,26.44,8.12
2020,2,24,26.97,7.93
2020,2,25,24.78,6.59
2020,2,26,23.16,5
2020,2,27,23.83,5.62
2020,2,28,24.42,6.65
2020,2,29,25.59,8.18
2020,3,1,26.73,8.67
2020,3,2,27.49,7.63
2020,3,3,28.08,7.39
2020,3,4,27.09,5.62
2020,3,5,26.05,5.92
2020,3,6,26.94,8.12
2020,3,7,26.77,7.32
2020,3,8,27.87,10.31
2020,3,9,27.85,11.72
2020,3,10,29.62,11.47
2020,3,11,29.28,11.11
2020,3,12,29.42,11.66
2020,3,13,30.17,10.8
2020,3,14,29.59,10.62
2020,3,15,28.9,10.56
2020,3,16,29.24,10.31
2020,3,17,29.8,10.86
2020,3,18,29.41,10.8
2020,3,19,28.24,12.08
2020,3,20,28.49,10.74
2020,3,21,28.49,8.85
2020,3,22,27.27,8.48
2020,3,23,28.89,8.12
2020,3,24,30.24,9.64
2020,3,25,30.78,10.19
2020,3,26,30.23,10.8
2020,3,27,31.58,9.83
2020,3,28,31,10.44
2020,3,29,30.02,12.76
2020,3,30,29.71,12.7
2020,3,31,30.25,13
2020,4,1,31.34,11.05
2020,4,2,31.55,8.3
2020,4,3,31.3,9.83
2020,4,4,31.34,10.8
2020,4,5,32.1,10.13
2020,4,6,32.81,10.5
2020,4,7,32.67,12.76
2020,4,8,32.08,9.03
2020,4,9,31.48,6.96
2020,4,10,32.37,8.85
2020,4,11,32.99,7.93
2020,4,12,33.31,7.08
2020,4,13,34.17,7.32
2020,4,14,33.98,7.69
2020,4,15,33.77,8.12
2020,4,16,34.46,8.12
2020,4,17,34.73,8
2020,4,18,35.65,8.48
2020,4,19,35,10.07
2020,4,20,35.71,9.64
2020,4,21,35.29,8.61
2020,4,22,33.8,7.32
2020,4,23,35.11,9.46
2020,4,24,35.95,9.09
2020,4,25,35.68,8.3
2020,4,26,34.7,9.28
2020,4,27,34.01,12.45
2020,4,28,33.73,11.9
2020,4,29,34.3,9.64
2020,4,30,34.91,9.28
2020,5,1,35.71,9.28
2020,5,2,36.3,8.18
2020,5,3,36.16,6.59
2020,5,4,36.62,6.59
2020,5,5,36.34,7.63
2020,5,6,36.04,10.86
2020,5,7,34.91,13.06
2020,5,8,35.67,13
2020,5,9,36.15,11.9
2020,5,10,33.83,12.15
2020,5,11,33.94,10.25
2020,5,12,34.75,10.31
2020,5,13,34.58,12.76
2020,5,14,35.51,11.66
2020,5,15,35.57,12.7
2020,5,16,35.81,12.39
2020,5,17,35.08,12.7
2020,5,18,35.98,11.72
2020,5,19,35.38,10.01
2020,5,20,34.86,6.77
2020,5,21,34.45,4.58
2020,5,22,35.45,6.16
2020,5,23,36.88,6.84
2020,5,24,37.74,7.51
2020,5,25,38.3,7.45
2020,5,26,38.57,9.7
2020,5,27,38.64,7.87
2020,5,28,37.55,8.36
2020,5,29,37.75,10.38
2020,5,30,34.02,12.82
2020,5,31,33.19,14.65
2020,6,1,29.39,16.85
2020,6,2,28.63,17.09
2020,6,3,27.58,17.7
2020,6,4,29.7,15.5
2020,6,5,30.77,14.77
2020,6,6,31.21,15.26
2020,6,7,31.29,14.65
2020,6,8,31.51,14.71
2020,6,9,31.96,14.53
2020,6,10,31.07,18.07
2020,6,11,29.23,19.23
2020,6,12,27.16,18.8
2020,6,13,27.55,18.49
2020,6,14,28.41,18.68
2020,6,15,27.95,19.59
2020,6,16,28.51,18.86
2020,6,17,29.33,17.52
2020,6,18,27.69,18.01
2020,6,19,29.17,18.43
2020,6,20,29.08,17.76
2020,6,21,27.39,18.07
2020,6,22,27.18,18.37
2020,6,23,27.54,18.43
2020,6,24,29.57,18.68
2020,6,25,30.4,17.88
2020,6,26,29.68,17.88
2020,6,27,29.73,19.1
2020,6,28,29.04,18.98
2020,6,29,27.66,19.71
2020,6,30,28.83,18.74
2020,7,1,29.33,19.53
2020,7,2,29,19.71
2020,7,3,27.42,20.02
2020,7,4,26.16,18.86
2020,7,5,26.04,18.92
2020,7,6,26.29,18.49
2020,7,7,27.57,18.55
2020,7,8,28.51,18.19
2020,7,9,27.83,19.23
2020,7,10,26.31,19.47
2020,7,11,27.55,19.04
2020,7,12,27.58,19.17
2020,7,13,26.3,19.29
2020,7,14,26.97,19.47
2020,7,15,26.65,19.9
2020,7,16,26.98,19.17
2020,7,17,27.12,18.07
2020,7,18,28.3,19.23
2020,7,19,27.6,20.14
2020,7,20,27.09,19.84
2020,7,21,26.51,19.78
2020,7,22,27.25,20.02
2020,7,23,26.74,19.47
2020,7,24,26.8,18.8
2020,7,25,25.59,18.86
2020,7,26,27.2,18.43
2020,7,27,27.62,19.65
2020,7,28,27.47,20.2
2020,7,29,26.37,19.17
2020,7,30,27.3,19.1
2020,7,31,27.75,20.02
2020,8,1,27.93,20.51
2020,8,2,27.97,20.69
2020,8,3,26.36,20.02
2020,8,4,26.7,19.35
2020,8,5,26.13,19.41
2020,8,6,26.52,18.25
2020,8,7,27.46,19.53
2020,8,8,27.28,19.47
2020,8,9,26.96,19.59
2020,8,10,26.02,18.98
2020,8,11,26.59,19.53
2020,8,12,25.75,19.47
2020,8,13,25.71,19.17
2020,8,14,25.47,18.98
2020,8,15,25.7,19.17
2020,8,16,24.97,18.74
2020,8,17,25.94,18.98
2020,8,18,26.05,18.92
2020,8,19,25.89,19.59
2020,8,20,25.4,19.59
2020,8,21,25.63,19.47
2020,8,22,26.15,19.41
2020,8,23,26.82,19.59
2020,8,24,26.96,19.59
2020,8,25,27.05,19.41
2020,8,26,25.79,18.92
2020,8,27,24.83,18.31
2020,8,28,24.82,18.43
2020,8,29,25.9,18.98
2020,8,30,26.49,18.92
2020,8,31,27.05,18.68
2020,9,1,26.4,19.1
2020,9,2,25.37,18.68
2020,9,3,26.61,18.19
2020,9,4,26.94,19.17
2020,9,5,27.51,18.8
2020,9,6,27.33,19.17
2020,9,7,26.83,19.04
2020,9,8,27.3,18.98
2020,9,9,27.51,19.41
2020,9,10,26.76,19.9
2020,9,11,26.39,20.08
2020,9,12,26.73,19.35
2020,9,13,26.35,19.9
2020,9,14,26.85,20.02
2020,9,15,26.88,20.2
2020,9,16,27.15,19.9
2020,9,17,27.4,19.84
2020,9,18,27.75,20.2
2020,9,19,27.19,20.57
2020,9,20,25.48,19.53
2020,9,21,25.65,19.47
2020,9,22,26.93,19.53
2020,9,23,26.36,19.53
2020,9,24,25.76,19.35
2020,9,25,26.83,19.84
2020,9,26,26.35,19.29
2020,9,27,25.47,18.49
2020,9,28,25.79,18.55
2020,9,29,25.68,18.55
2020,9,30,25.07,18.74
2020,10,1,24.98,18.07
2020,10,2,25.65,17.76
2020,10,3,25.37,17.46
2020,10,4,24.58,16.42
2020,10,5,24.37,16.36
2020,10,6,23.37,15.01
2020,10,7,21.74,14.65
2020,10,8,24.12,17.64
2020,10,9,26.26,19.53
2020,10,10,25.79,18.98
2020,10,11,25.14,18.92
2020,10,12,25.41,18.62
2020,10,13,25.19,19.23
2020,10,14,25.98,19.78
2020,10,15,25.97,19.47
2020,10,16,26.04,19.04
2020,10,17,25.33,18.49
2020,10,18,26.22,18.98
2020,10,19,26.08,18.74
2020,10,20,25.92,18.62
2020,10,21,25.04,17.27
2020,10,22,25.15,17.21
2020,10,23,24.76,15.26
2020,10,24,25.33,15.69
2020,10,25,24.44,15.75
2020,10,26,23.98,14.89
2020,10,27,23.64,14.16
2020,10,28,23.23,12.88
2020,10,29,23.23,14.04
2020,10,30,22.76,14.34
2020,10,31,21.28,12.21
2020,11,1,20.57,12.33
2020,11,2,21.12,13.18
2020,11,3,20.65,12.08
2020,11,4,19.87,9.7
2020,11,5,19.87,8.79
2020,11,6,19.81,11.6
2020,11,7,19.64,11.05
2020,11,8,18.7,10.19
2020,11,9,17.69,9.7
2020,11,10,17.36,9.46
2020,11,11,19.33,11.9
2020,11,12,22.95,15.69
2020,11,13,23.46,15.75
2020,11,14,22.39,14.1
2020,11,15,22.23,13.73
2020,11,16,23.47,14.89
2020,11,17,23.27,14.28
2020,11,18,22.99,14.59
2020,11,19,23.83,15.26
2020,11,20,23.96,15.93
2020,11,21,22.64,15.01
2020,11,22,19.58,10.8
2020,11,23,18.76,9.46
2020,11,24,18.8,9.4
2020,11,25,19.87,10.86
2020,11,26,20.49,12.51
2020,11,27,19.95,11.9
2020,11,28,21.2,11.54
2020,11,29,21.64,12.15
2020,11,30,22.17,12.7
2020,12,1,20.85,11.47
2020,12,2,20.12,10.74
2020,12,3,19.94,9.7
2020,12,4,19.71,9.58
2020,12,5,19.45,8.79
2020,12,6,19.15,8.54
2020,12,7,19.59,9.09
2020,12,8,19.85,9.16
2020,12,9,20.05,9.16
2020,12,10,20.63,9.7
2020,12,11,21.39,10.74
2020,12,12,21.61,11.23
2020,12,13,21.4,11.11
2020,12,14,21.85,12.15
2020,12,15,22.05,12.45
2020,12,16,22.51,12.21
2020,12,17,21.62,11.66
2020,12,18,20.19,10.13
2020,12,19,18.79,8.73
2020,12,20,16.93,6.47
2020,12,21,16.3,5.74
2020,12,22,16.64,6.16
2020,12,23,17.83,6.47
2020,12,24,18.9,7.69
2020,12,25,18.09,7.2
2020,12,26,18.05,7.08
2020,12,27,18.8,7.14
2020,12,28,19.8,8
2020,12,29,20.18,8.61
2020,12,30,19.94,9.34
2020,12,31,19.57,8.91
2021,1,1,20.16,9.77
2021,1,2,21.31,11.23
2021,1,3,20.87,10.62
2021,1,4,20.55,9.83
2021,1,5,21.26,10.74
2021,1,6,23.38,12.27
2021,1,7,24.33,12.94
2021,1,8,24.49,12.76
2021,1,9,23.29,9.4
2021,1,10,24.26,8.97
2021,1,11,24.54,9.77
2021,1,12,24.04,10.93
2021,1,13,22.87,9.34
2021,1,14,21.49,7.32
2021,1,15,21.07,6.53
2021,1,16,21.87,6.35
2021,1,17,21.83,6.16
2021,1,18,21.61,7.81
2021,1,19,23.37,10.01
2021,1,20,24.44,10.5
2021,1,21,22.83,8.12
2021,1,22,21.19,6.1
2021,1,23,22.04,6.04
2021,1,24,23.82,8.12
2021,1,25,23.61,8.18
2021,1,26,23.13,7.08
2021,1,27,23.15,8.18
2021,1,28,24.26,9.95
2021,1,29,25.25,10.38
2021,1,30,22.37,6.9
2021,1,31,21.04,4.03
2021,2,1,20.26,3.48
2021,2,2,20.3,3.17
2021,2,3,21.23,3.66
2021,2,4,21.72,4.03
2021,2,5,22.86,5.98
2021,2,6,22.99,5.19
2021,2,7,20.99,4.7
2021,2,8,20.45,3.23
2021,2,9,21.87,3.17
2021,2,10,23.05,3.11
